,filepath,uniqueness
364,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3317161_203ca_5fce42f89078f.jpg,1.0
658,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/367210_5ae64_5928427a3ba82.jpg,0.9834957949677786
216,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_132d8_6016ca4b0f26a.jpg,0.9249746609425643
73,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3026898_c1e51_5f6142dd0c4df.jpg,0.9036857982684098
90,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_fe4f7_5f36a2e346c9e.jpg,0.8879884895285376
344,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_43522_5f36a2fe64292.jpg,0.8792949786996859
267,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_30e62_6016c9c2a0565.jpg,0.8647279197344591
300,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_c5a376214f9e7d9965b231aea2aacde1.jpg,0.8450863160115921
250,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235117_35c30_5fabf5d112dc8.jpg,0.8437771583278189
121,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_5228c_5f36a1c5acf1b.jpg,0.8287713353926143
247,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_1840b_604d96a45eb86.jpg,0.819721140386141
115,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_5bf6f_5f36a35e5bfb0.jpg,0.8184767697262082
81,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3458109_86d18_604c20776013f.jpg,0.8133211484849255
196,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_abbd4_5e7f48f0a968b.jpg,0.8112018939957647
104,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_e3a46_5f36a2928d7dc.jpg,0.8053172866367984
379,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_8f8f6d3322620f90447c75f5074c1688.jpg,0.8044659914593199
234,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346325_b0766_5ff105f25ea4c.jpg,0.7936794543836877
512,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235117_d6ee0_5fabf5ad23a99.jpg,0.7922361208722878
11,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_c2a39_5f36a36f914f9.jpg,0.7851210920970144
608,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_e2fca27269e2829b7df7b013e8a44843.jpg,0.7832521850726284
63,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_12477_5f36a2a66cd35.jpg,0.7776031069227024
645,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235117_a23b3_5fabf59d4c00e.jpg,0.7767322586016076
183,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_50440_5f36a1b237bd1.jpg,0.7757472470693527
359,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3176546_f62eb_5f927cfa4523e.jpg,0.7731548308888188
544,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_d3a9f_5f36a372b9e79.jpg,0.7720702761677781
18,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_bea59_5f36a3be126d9.jpg,0.7710233186162463
616,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3493677_f3e64_607162db73bf7.jpg,0.7709690542937965
19,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_22f8a_6016ca1a8211c.jpg,0.7695475129315206
256,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_065f512b3541fd09b27b031fe368d376.jpg,0.7687619444648991
140,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_8ffad_5f36a31c7cf5d.jpg,0.765607329663677
329,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_f8e4c_6016ca0de0999.jpg,0.7643953002020387
245,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_12896859d3cfc099a77ae4702081bd7c.jpg,0.7643640550492378
594,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_069e0c3cf6f0c8af59d46313de690ed3.jpg,0.7607129330685168
533,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_468f6_5e7f48ed8a19e.jpg,0.7588636427424187
506,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_880e8_5fb3cf4f8b0eb.jpg,0.7514159168760057
