,filepath,uniqueness
394,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_b241d_5e7f48ce4aa63.jpg,1.0
35,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459853_1fc90_604c9d4e70e41.jpg,0.9729122161618377
44,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_ef08b_6016ca4a5f3df.jpg,0.9552658404581198
233,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459853_9821d_604c9bd9ca180.jpg,0.8973088756038546
325,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459857_7fed4_604c9e0269592.jpg,0.8846214352292346
54,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1372846_26158_5cb0fa444c240.jpg,0.8583087717570348
108,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1169139_baaea_5add012627a03.jpg,0.8505644858025063
395,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459857_8bdc1_604c9d3344374.jpg,0.8503449268305173
319,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_46af4_5ff108b8bb01a.jpg,0.8488294812489537
393,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_c58a1_604aa1171512b.jpg,0.8333847867754365
212,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_b1ec8_6032b4dc23b66.jpg,0.829568830320515
277,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_853b0_6032b436b8fec.jpg,0.8290594127951507
316,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_86a29_6016ca1ab9a9a.jpg,0.8229225227874302
355,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_26158_6016ca9a9b6dd.jpg,0.8141240775953991
