,index,blur,brightness,cluster,distance,Labeled,uniqueness
13,Kartaview_Dataset/Basic_set/186544_35eee_5919c146a407b.jpg,0.0832577009143075,0.416607350791781,12,127.49707,1,0.505384192889183
14,Kartaview_Dataset/Basic_set/186544_3b530_5919bf4652aa2.jpg,0.12924247754869,0.449318616085774,17,118.273499,1,0.5663898654784312
15,Kartaview_Dataset/Basic_set/186544_3b530_5919bf49de35e.jpg,0.0864080447370644,0.43611723465936,12,78.219513,1,0.5814365903804916
16,Kartaview_Dataset/Basic_set/186544_3deb8_5919bff607714.jpg,0.0625504465376836,0.487030987073746,8,89.356934,1,0.570129298799527
17,Kartaview_Dataset/Basic_set/186544_41850_5919c01f1b4f5.jpg,0.0542997498806192,0.476587361917826,1,89.060852,1,0.6255226640536697
18,Kartaview_Dataset/Basic_set/186544_41850_5919c0268536a.jpg,0.102190072650459,0.385152948574864,12,116.826416,1,0.4977809948754375
19,Kartaview_Dataset/Basic_set/186544_47b84_5919bf89c0895.jpg,0.330416108047574,0.522246044552557,1,134.143494,1,0.6094169642520065
20,Kartaview_Dataset/Basic_set/186544_47b84_5919bf89dbf55.jpg,0.144435820173,0.404155336182799,12,135.747162,1,0.7020709227429153
21,Kartaview_Dataset/Basic_set/186544_506b4_5919c11895df3.jpg,0.290473211155372,0.27325326266106,12,108.030182,1,0.4467400975987073
22,Kartaview_Dataset/Basic_set/186544_506b4_5919c1295c53a.jpg,0.0521775789112861,0.455397341497041,8,87.65918,1,0.5674020739824551
23,Kartaview_Dataset/Basic_set/186544_597f0_5919bfe8f10db.jpg,0.0847039922990126,0.459094505737515,1,78.905151,1,0.520134229397863
24,Kartaview_Dataset/Basic_set/186544_597f0_5919bfedd104c.jpg,0.0953586353851141,0.378440176772825,12,56.324921,1,0.5934913773875
25,Kartaview_Dataset/Basic_set/186544_6abdf_5919c15f882d1.jpg,0.174700143613195,0.350966272878363,12,109.214844,1,0.613101804623477
26,Kartaview_Dataset/Basic_set/186544_6abdf_5919c16a738a2.jpg,0.0817538460736771,0.425808365957065,12,117.236847,1,0.506163614389312
27,Kartaview_Dataset/Basic_set/186544_6c946_5919bfb349864.jpg,0.159651512213689,0.36253761950997,12,86.025726,1,0.5185908923242811
28,Kartaview_Dataset/Basic_set/186544_6c946_5919bfb4a0b34.jpg,0.521786134649395,0.344553679715007,12,105.968964,1,0.7326355093409931
29,Kartaview_Dataset/Basic_set/186544_72e79_5919bfdd9810a.jpg,0.0617899183308125,0.44419441555435,1,77.02356,1,0.5333106338878172
30,Kartaview_Dataset/Basic_set/186544_72e79_5919bfe29235b.jpg,0.104349345312647,0.375451779649011,12,82.977142,1,0.670254726827354
31,Kartaview_Dataset/Basic_set/186544_75541_5919c0ce819d9.jpg,0.23175494343833,0.309453078839436,12,71.9953,1,0.41241506301097
32,Kartaview_Dataset/Basic_set/186544_75541_5919c0d517288.jpg,0.0625524438609912,0.417908268863312,8,125.943787,1,0.4199933596947019
33,Kartaview_Dataset/Basic_set/186544_7967e_5919bf9311ca7.jpg,0.111775649266996,0.386721219995093,12,108.403351,1,0.5734110786338408
34,Kartaview_Dataset/Basic_set/186544_7967e_5919bf93713f1.jpg,0.176717121113884,0.604040620432534,17,164.505554,1,0.6997979388796765
35,Kartaview_Dataset/Basic_set/186544_7df7d_5919c147b7b5a.jpg,0.153149493714101,0.344982999955081,7,106.010223,1,0.6765752314543878
36,Kartaview_Dataset/Basic_set/186544_7df7d_5919c1519a04c.jpg,0.103573825549303,0.419813431417603,12,78.987061,1,0.5095382305083718
37,Kartaview_Dataset/Basic_set/186544_81610_5919c0ed8ba9d.jpg,0.212741289616559,0.408993611161981,12,81.92984,1,0.4732870431434867
38,Kartaview_Dataset/Basic_set/186544_81610_5919c0f7b27f5.jpg,0.0678122269632452,0.380809212504017,24,76.835693,1,0.5425722347876966
39,Kartaview_Dataset/Basic_set/186544_84b13_5919bfd2140f6.jpg,0.228581080385876,0.40878715736444,1,85.048584,1,0.5339263800731622
40,Kartaview_Dataset/Basic_set/186544_84b13_5919bfd7406b0.jpg,0.111215494794211,0.37539908642035,12,77.822693,1,0.6789558696937652
41,Kartaview_Dataset/Basic_set/186544_8851f_5919c02997a11.jpg,0.0474403135323021,0.46163414659429,1,65.904236,1,0.6774276915025199
42,Kartaview_Dataset/Basic_set/186544_8851f_5919c0325496d.jpg,0.09625414077358,0.377801811264948,12,74.628754,1,0.5641910963163873
43,Kartaview_Dataset/Basic_set/186544_8b47d_5919bfbd9dfb1.jpg,0.178370525952588,0.337133436531438,12,96.429688,1,0.5106368657705674
44,Kartaview_Dataset/Basic_set/186544_8b47d_5919bfc01f7b2.jpg,0.409933836023386,0.359414465932532,12,53.628906,1,0.5222791875880766
45,Kartaview_Dataset/Basic_set/186544_91044_5919c16a73480.jpg,0.213313720482519,0.357111944604732,11,83.745728,1,0.5583558568403938
46,Kartaview_Dataset/Basic_set/186544_91044_5919c175515fe.jpg,0.0831796657253126,0.43330073839626,12,104.518066,1,0.4860696569227742
47,Kartaview_Dataset/Basic_set/186544_91d03_5919c0d871d81.jpg,0.292081784227987,0.319304984952196,12,73.413544,1,0.4382552063404027
48,Kartaview_Dataset/Basic_set/186544_91d03_5919c0e030cb3.jpg,0.0507272629699662,0.413684172336228,8,119.864899,1,0.4243343358684954
49,Kartaview_Dataset/Basic_set/186544_94bd6_5919bf66b7cd8.jpg,0.402757350355819,0.353014398208776,3,135.751953,1,0.6745577903903254
50,Kartaview_Dataset/Basic_set/186544_94bd6_5919bf67b36d5.jpg,0.113682923535764,0.475904509503785,8,148.65564,1,0.5047175415258681
51,Kartaview_Dataset/Basic_set/186544_987eb_5919c0a8e261e.jpg,0.235192386700722,0.343225551205725,12,131.176727,1,0.4199957708839348
52,Kartaview_Dataset/Basic_set/186544_987eb_5919c0aea29ba.jpg,0.123298649431913,0.446287891614348,12,95.445221,1,0.6549858115158339
53,Kartaview_Dataset/Basic_set/186544_9a9b0_5919c05707889.jpg,0.0897277589176398,0.407872368361949,1,82.143829,1,0.6644542535975038
54,Kartaview_Dataset/Basic_set/186544_9a9b0_5919c060f21fd.jpg,0.149581975186718,0.318624724008417,12,59.62677,1,0.4821544822525585
55,Kartaview_Dataset/Basic_set/186544_a9b9c_5919bf519228d.jpg,0.265389023811789,0.522278437930832,3,242.474121,1,0.5957243142790943
56,Kartaview_Dataset/Basic_set/186544_a9b9c_5919bf53edfc4.jpg,0.130456255243057,0.440062316221567,12,79.194977,1,0.5370072213651953
57,Kartaview_Dataset/Basic_set/186544_ac089_5919c088d5829.jpg,0.232125717763554,0.341750140803217,12,80.645538,1,0.407023307105669
58,Kartaview_Dataset/Basic_set/186544_ac089_5919c08f65a39.jpg,0.499770932606284,0.269077540245533,13,65.336761,1,0.9246012787789312
59,Kartaview_Dataset/Basic_set/186544_adb58_5919c015f09cb.jpg,0.0510936039685811,0.462381353853171,1,79.411865,1,0.6660422231932969
60,Kartaview_Dataset/Basic_set/186544_adb58_5919c01c485d8.jpg,0.0942030858133309,0.389785633579926,12,66.679596,1,0.5508999521199672
61,Kartaview_Dataset/Basic_set/186544_b32c8_5919c12e58fb0.jpg,0.355328678460033,0.27016638966729,12,73.631287,1,0.4600181008149301
62,Kartaview_Dataset/Basic_set/186544_b32c8_5919c13c5c0d4.jpg,0.0780336835249261,0.431996796942756,3,120.097687,1,0.654321461947145
63,Kartaview_Dataset/Basic_set/186544_b3c43_5919c03e14ed9.jpg,0.0817005298376972,0.373300859331539,16,86.429413,1,0.5001608558461837
64,Kartaview_Dataset/Basic_set/186544_b3c43_5919c04a16eb0.jpg,0.0696606283827711,0.384426041166369,12,67.974609,1,0.5380710638693306
65,Kartaview_Dataset/Basic_set/186544_b9fe2_5919c07cf3627.jpg,0.245131585919372,0.346942151473164,16,112.150238,1,0.6941531218773122
66,Kartaview_Dataset/Basic_set/186544_b9fe2_5919c083e43cb.jpg,0.420196249344539,0.299243981742228,12,54.977234,1,0.5657338534851742
67,Kartaview_Dataset/Basic_set/186544_ba53c_5919bf5c1728c.jpg,0.295270529166916,0.470566512675745,3,172.058838,1,0.8150163978180511
68,Kartaview_Dataset/Basic_set/186544_ba53c_5919bf5e99c7f.jpg,0.116447837133485,0.441073421535463,12,116.010559,1,0.5183906534398558
69,Kartaview_Dataset/Basic_set/186544_c1d14_5919c07263eaa.jpg,0.213370988161782,0.406437989571924,16,65.761017,1,0.5828044044296047
70,Kartaview_Dataset/Basic_set/186544_c1d14_5919c076b9b1b.jpg,0.187264111464705,0.277422506400931,13,52.806473,1,0.6626852180039865
71,Kartaview_Dataset/Basic_set/186544_cc321_5919c1044685b.jpg,0.0694665490419375,0.439397604099361,8,106.597717,1,0.6728241273106985
72,Kartaview_Dataset/Basic_set/186544_cc321_5919c10fb49fc.jpg,0.0569224813101718,0.463614029874469,24,133.363281,1,0.531489240433465
73,Kartaview_Dataset/Basic_set/186544_cf70c_5919c093bc6e2.jpg,0.265862176742362,0.323471205310095,12,70.637573,1,0.3834201663957712
74,Kartaview_Dataset/Basic_set/186544_cf70c_5919c09a14f64.jpg,0.0855757823811173,0.400593360307659,8,89.183441,1,0.5962498202597469
75,Kartaview_Dataset/Basic_set/186544_d7ced_5919c00132367.jpg,0.0511458633845746,0.500542913019892,8,111.688263,1,0.5663690488766314
76,Kartaview_Dataset/Basic_set/186544_d7ced_5919c006a559c.jpg,0.149701601891843,0.373106067150177,12,85.67453,1,0.5308789830481412
77,Kartaview_Dataset/Basic_set/186544_dcf3d_5919c049d9bec.jpg,0.137543084025112,0.359652017373217,16,78.897034,1,0.5256476735839289
78,Kartaview_Dataset/Basic_set/186544_dcf3d_5919c0560fefd.jpg,0.117816246202527,0.350350366779424,12,93.707733,1,0.4778942749270435
79,Kartaview_Dataset/Basic_set/186544_dd8a3_5919c09ed9400.jpg,0.318780579817439,0.321359157046553,12,99.453064,1,0.5335132615441136
80,Kartaview_Dataset/Basic_set/186544_dd8a3_5919c0a3aadd1.jpg,0.073971403753915,0.461456198969631,8,144.475128,1,0.6467891322813953
81,Kartaview_Dataset/Basic_set/186544_de48b_5919c00d23d8a.jpg,0.0595600314828668,0.471012245560811,1,123.895691,1,0.6227208669002642
82,Kartaview_Dataset/Basic_set/186544_de48b_5919c011b6f78.jpg,0.12649038204747,0.373372124763744,12,61.585236,1,0.5395955922095186
83,Kartaview_Dataset/Basic_set/186544_dee7e_5919bfc903f62.jpg,0.223947283665559,0.346665296066839,16,93.000336,1,0.5970636704492793
84,Kartaview_Dataset/Basic_set/186544_dee7e_5919bfcb3186a.jpg,0.328565882118071,0.319259634222611,13,62.762817,1,0.677112669870267
85,Kartaview_Dataset/Basic_set/186544_e0a45_5919bf71479da.jpg,0.499260910616186,0.391948647425288,16,124.902283,1,0.6657236602475503
86,Kartaview_Dataset/Basic_set/186544_e0a45_5919bf722ed78.jpg,0.0562438367122461,0.492455366243854,8,123.534119,1,0.5595330394259139
87,Kartaview_Dataset/Basic_set/186544_e71d3_5919bf9db03c3.jpg,0.110280425122921,0.370379408522827,12,127.636108,1,0.5330996852941594
88,Kartaview_Dataset/Basic_set/186544_e71d3_5919bf9dde60b.jpg,0.293444739707098,0.385510139559312,1,167.338043,1,0.7513108470112765
89,Kartaview_Dataset/Basic_set/186544_e811e_5919c0b454324.jpg,0.215443073175093,0.330958394808767,12,144.623596,1,0.5566412481900399
90,Kartaview_Dataset/Basic_set/186544_e811e_5919c0b9edda9.jpg,0.0724628497200118,0.395929577659453,8,98.581299,1,0.5942519162933735
91,Kartaview_Dataset/Basic_set/186544_f3ad4_5919c123b8542.jpg,0.310536147643628,0.278906555037645,12,192.957153,1,0.4249156193325116
92,Kartaview_Dataset/Basic_set/186544_f3ad4_5919c133a717a.jpg,0.0392485894244782,0.465438856850638,24,86.915894,1,0.5021409699535444
93,Kartaview_Dataset/Basic_set/186544_fe58c_5919c0f8d901a.jpg,0.198459882940503,0.415575513715788,12,89.788208,1,0.4628170343924307
94,Kartaview_Dataset/Basic_set/186544_fe58c_5919c1046b433.jpg,0.103922270398148,0.402541714032984,24,109.023376,1,0.5474551966134606
95,Kartaview_Dataset/Basic_set/186544_ff07a_5919bf7c1de2f.jpg,0.0630327918081376,0.449828271903971,9,69.901581,1,0.893870512758628
96,Kartaview_Dataset/Basic_set/186544_ff07a_5919bf7d957ff.jpg,0.459431897709184,0.449963892181016,1,113.7854,1,0.5947165112352931
97,Kartaview_Dataset/Basic_set/186544_ffff1_5919bfa73eb59.jpg,0.100155454896664,0.363489984831261,12,118.615112,1,0.540322236962863
98,Kartaview_Dataset/Basic_set/186544_ffff1_5919bfa7618d4.jpg,0.688771721671954,0.307188565742145,11,88.775848,1,0.5955891440075317
99,Kartaview_Dataset/Basic_set/3270777_00175_5fb958b7cf5d1.jpg,0.0240362738904128,0.179844148978442,18,102.941772,1,0.4811317288991872
100,Kartaview_Dataset/Basic_set/3270777_05218_5fb956ac9a996.jpg,0.234563176685493,0.41324966915563,9,63.749237,1,0.4830828369136723
101,Kartaview_Dataset/Basic_set/3270777_06640_5fb956d306e06.jpg,0.278152245434066,0.377067993269088,9,85.355713,1,0.504934812717912
102,Kartaview_Dataset/Basic_set/3270777_06fbf_5fb9567692a11.jpg,0.237084739203015,0.375866846802644,9,70.395874,1,0.8021218741201783
103,Kartaview_Dataset/Basic_set/3270777_0cc51_5fb958f27708c.jpg,0.0337608422751603,0.386570914719897,18,107.12915,1,0.66843743273475
104,Kartaview_Dataset/Basic_set/3270777_16c93_5fb959429a60c.jpg,0.218168156623327,0.395823759290421,9,91.389313,1,0.5784448535579005
105,Kartaview_Dataset/Basic_set/3270777_19837_5fb9559c181a1.jpg,0.161720951853701,0.393233152851827,12,59.537567,1,0.5125471105455651
106,Kartaview_Dataset/Basic_set/3270777_1a537_5fb956b3e09b5.jpg,0.259432012031849,0.40845285770064,9,66.083313,1,0.5011866178161252
107,Kartaview_Dataset/Basic_set/3270777_1ae62_5fb95706c9b31.jpg,0.190796076972546,0.377996171534599,9,65.659698,1,0.6328539413315306
108,Kartaview_Dataset/Basic_set/3270777_23420_5fb954f5d4338.jpg,0.0901126374693492,0.449234393302259,9,65.345093,1,0.4360563693075756
109,Kartaview_Dataset/Basic_set/3270777_2e41a_5fb95a2987ef9.jpg,0.158723265345644,0.410463406712254,9,75.152069,1,0.5223899538470553
110,Kartaview_Dataset/Basic_set/3270777_30e25_5fb9591500c32.jpg,0.282704823212095,0.579539996752024,9,94.13974,1,0.5867045828018297
111,Kartaview_Dataset/Basic_set/3270777_32196_5fb95585a0d8d.jpg,0.159105385530723,0.428319500640957,12,71.674408,1,0.5230758156782015
112,Kartaview_Dataset/Basic_set/3270777_3228c_5fb957d06d693.jpg,0.293572252682123,0.390229206906441,9,74.990936,1,0.4904478644154587
113,Kartaview_Dataset/Basic_set/3270777_33d32_5fb95a265f8b1.jpg,0.0485968534574059,0.33623592399736,6,144.120483,1,0.8101947356491094
114,Kartaview_Dataset/Basic_set/3270777_3b513_5fb9583fb7852.jpg,0.153703473433633,0.360893331628722,23,126.496033,1,0.5773304075231618
115,Kartaview_Dataset/Basic_set/3270777_3b8ce_5fb955fc5cb6a.jpg,0.112853672119778,0.391198416784435,12,75.791016,1,0.6451660831322678
116,Kartaview_Dataset/Basic_set/3270777_4116d_5fb95659c10f1.jpg,0.171039947290339,0.39822821178186,11,75.702423,1,0.5580358604704648
117,Kartaview_Dataset/Basic_set/3270777_41874_5fb9598d8e9bb.jpg,0.186299776520459,0.382843516659698,19,73.047607,1,0.5104765093113639
118,Kartaview_Dataset/Basic_set/3270777_41f87_5fb95732d0f56.jpg,0.0438095320323999,0.252983214183289,18,136.142456,1,0.7252385499493935
119,Kartaview_Dataset/Basic_set/3270777_427dc_5fb955cee2196.jpg,0.168636715377959,0.402391840669498,12,88.909546,1,0.5843436320190615
120,Kartaview_Dataset/Basic_set/3270777_45788_5fb95758cbe58.jpg,0.0177528542846766,0.177919550397186,18,80.300751,1,0.7641220626371565
121,Kartaview_Dataset/Basic_set/3270777_46a08_5fb9550a9d90c.jpg,0.0818666400055577,0.431861176665711,9,41.190613,1,0.2729966889109407
122,Kartaview_Dataset/Basic_set/3270777_4734e_5fb956b10763b.jpg,0.20404139461528,0.395438062133091,9,57.669556,1,0.4825163511419066
123,Kartaview_Dataset/Basic_set/3270777_47ca9_5fb95826c0f6d.jpg,0.165930744419479,0.356447664394235,23,116.862671,1,0.6106408279081493
124,Kartaview_Dataset/Basic_set/3270777_48ec3_5fb9552c72667.jpg,0.122843811391105,0.418979409904945,12,93.719147,1,0.7388046477708454
125,Kartaview_Dataset/Basic_set/3270777_4ae10_5fb958bd041c8.jpg,0.023126139188802,0.346137499956809,18,125.064209,1,0.6455997942331219
126,Kartaview_Dataset/Basic_set/3270777_52afa_5fb958023f0f1.jpg,0.247198722489414,0.37121861297601,9,113.561951,1,0.5614941833742068
127,Kartaview_Dataset/Basic_set/3270777_55434_5fb9591ece67f.jpg,0.194881181396597,0.368616344921237,11,69.562958,1,0.4909945166731537
128,Kartaview_Dataset/Basic_set/3270777_55f72_5fb959be68f39.jpg,0.182880003421172,0.40320469850835,9,50.16153,1,0.675766046169923
129,Kartaview_Dataset/Basic_set/3270777_56b8b_5fb9580450343.jpg,0.273739091457574,0.357834532896123,9,87.031158,1,0.646576938876008
130,Kartaview_Dataset/Basic_set/3270777_5833b_5fb9585c1eb27.jpg,0.149431531211989,0.353015262032196,11,78.037415,1,0.4693751377551489
131,Kartaview_Dataset/Basic_set/3270777_5b729_5fb95910daea8.jpg,0.0281452863741554,0.445903490192149,18,124.570831,1,0.7421555115617178
132,Kartaview_Dataset/Basic_set/3270777_5cd09_5fb954f849035.jpg,0.0939540086298724,0.432917200797482,9,47.021057,1,0.3676777684203297
133,Kartaview_Dataset/Basic_set/3270777_5d264_5fb955e4e9ce6.jpg,0.167465645839709,0.390547525836958,12,64.41391,1,0.5273135977020744
134,Kartaview_Dataset/Basic_set/3270777_5ecf4_5fb9570944566.jpg,0.228189874207581,0.382095445577397,12,74.795471,1,0.6635348869493064
135,Kartaview_Dataset/Basic_set/3270777_6437a_5fb95a4760841.jpg,0.150373343926525,0.327655134048118,9,89.621765,1,0.5332523187306321
136,Kartaview_Dataset/Basic_set/3270777_6680d_5fb958242d51f.jpg,0.194125172923001,0.366328940503298,11,123.371521,1,0.5276870547285863
137,Kartaview_Dataset/Basic_set/3270777_689bb_5fb95a245f702.jpg,0.0856643857699761,0.336006578879172,9,153.874298,1,0.6251700001459726
138,Kartaview_Dataset/Basic_set/3270777_68f7b_5fb956aa0cc88.jpg,0.226410073033838,0.408810048685088,9,70.99826,1,0.6114821322533067
139,Kartaview_Dataset/Basic_set/3270777_6aebb_5fb9595d1d11b.jpg,0.3321661487717,0.374599617844519,12,89.04422,1,0.8267084029981691
140,Kartaview_Dataset/Basic_set/3270777_6f290_5fb9577d2fedb.jpg,0.320428551006214,0.368358925541876,9,72.610321,1,0.7789151947155206
141,Kartaview_Dataset/Basic_set/3270777_7569f_5fb956236607d.jpg,0.179349221019982,0.4063952303126,22,164.635559,1,0.750542670690384
142,Kartaview_Dataset/Basic_set/3270777_79b84_5fb957ffe971b.jpg,0.229129347295481,0.347099799247437,9,74.448822,1,0.5293440824337354
143,Kartaview_Dataset/Basic_set/3270777_7f51f_5fb958ae8dcf2.jpg,0.0279543043799486,0.230674110521024,18,122.667572,1,0.5564858318189478
144,Kartaview_Dataset/Basic_set/3270777_83a8d_5fb9596f7a87e.jpg,0.232380584193605,0.386957475700647,19,55.516754,1,0.5119784395657524
145,Kartaview_Dataset/Basic_set/3270777_8672d_5fb9596c23feb.jpg,0.204803358502133,0.36955964009661,9,66.578033,1,0.5699261434842329
146,Kartaview_Dataset/Basic_set/3270777_8c768_5fb956cb50048.jpg,0.281835758263289,0.396637912864404,9,46.05426,1,0.5174507054240749
147,Kartaview_Dataset/Basic_set/3270777_8caec_5fb9587d90ab3.jpg,0.227770855052978,0.371690260563696,6,112.886688,1,0.6234129631705935
148,Kartaview_Dataset/Basic_set/3270777_8ff03_5fb95656c3f76.jpg,0.212228446116498,0.382856474011009,12,77.026611,1,0.5730799740661763
149,Kartaview_Dataset/Basic_set/3270777_90f28_5fb959a834ac1.jpg,0.171290220873782,0.418395897184281,12,93.093109,1,0.5807663064585564
150,Kartaview_Dataset/Basic_set/3270777_9136c_5fb95565a046f.jpg,0.134458698398172,0.408064137161338,9,60.30127,1,0.5347965797437978
151,Kartaview_Dataset/Basic_set/3270777_91dfb_5fb958d76e067.jpg,0.0359331025238483,0.415349191979572,18,140.422302,1,0.7242911531491858
152,Kartaview_Dataset/Basic_set/3270777_91ee7_5fb95756a5b2b.jpg,0.0197583496688458,0.220837753229836,18,90.227966,1,0.6796592123947223
153,Kartaview_Dataset/Basic_set/3270777_934ce_5fb956913dce1.jpg,0.216674896569227,0.388168124224718,9,79.935699,1,0.5687209608913633
154,Kartaview_Dataset/Basic_set/3270777_93cce_5fb95912e700b.jpg,0.0165886274896718,0.682420502330596,18,114.995605,1,0.7878280734659785
155,Kartaview_Dataset/Basic_set/3270777_94992_5fb9577881183.jpg,0.259123354129158,0.390508653783028,9,82.261963,1,0.5286712390771461
156,Kartaview_Dataset/Basic_set/3270777_9742f_5fb956d6235a2.jpg,0.225522769631933,0.353928323387846,11,68.138733,1,0.4794665935927644
157,Kartaview_Dataset/Basic_set/3270777_9befe_5fb9550d0cb79.jpg,0.125406274171434,0.447158625622385,12,57.162842,1,0.5403271858928543
158,Kartaview_Dataset/Basic_set/3270777_9c1f4_5fb957cdca7de.jpg,0.227713687073714,0.357285573112287,9,51.076233,1,0.5260748082297582
159,Kartaview_Dataset/Basic_set/3270777_9e4a4_5fb959f4c9a1d.jpg,0.12751084476766,0.356032597240602,9,100.377319,1,0.5788138534708793
160,Kartaview_Dataset/Basic_set/3270777_9f31c_5fb9573625aff.jpg,0.0418056285248768,0.265148439416608,18,138.918091,1,0.6355212080157179
161,Kartaview_Dataset/Basic_set/3270777_a7648_5fb95a0d4e6cd.jpg,0.12129532086105,0.35142496311474,9,86.604004,1,0.5718326990321839
162,Kartaview_Dataset/Basic_set/3270777_aef59_5fb9575c71a6e.jpg,0.223187137642016,0.432154444717029,9,93.913269,1,0.7462171969644894
163,Kartaview_Dataset/Basic_set/3270777_b2e98_5fb95546c7a24.jpg,0.13905179425568,0.420256140920698,9,54.199677,1,0.4950827291149457
164,Kartaview_Dataset/Basic_set/3270777_b3b49_5fb95882bd95e.jpg,0.0457625752472447,0.278856021367536,18,165.732147,1,0.7195331814841818
165,Kartaview_Dataset/Basic_set/3270777_b54c7_5fb958b0b7b86.jpg,0.0259095271962853,0.352921105279343,18,108.655518,1,0.5430261382820499
166,Kartaview_Dataset/Basic_set/3270777_b9100_5fb954fd4c86f.jpg,0.0614302904654445,0.434841799378738,9,46.289795,1,0.4816509707216244
167,Kartaview_Dataset/Basic_set/3270777_be465_5fb9595a960a5.jpg,0.279003394293103,0.349588906434102,9,70.695374,1,0.6017872973378352
168,Kartaview_Dataset/Basic_set/3270777_c3a34_5fb9587fc6e25.jpg,0.0591682470445797,0.263961546036605,18,214.412628,1,0.7384932970843898
169,Kartaview_Dataset/Basic_set/3270777_c3fb2_5fb959ab3ff11.jpg,0.186426608212159,0.428107863902893,12,82.208954,1,0.5675376320113614
170,Kartaview_Dataset/Basic_set/3270777_c425f_5fb958b31d665.jpg,0.0315419822470726,0.182218367650158,18,71.373596,1,0.4700089929463595
171,Kartaview_Dataset/Basic_set/3270777_c4d37_5fb9593fa1b23.jpg,0.238907929816199,0.354439274941174,12,94.006073,1,0.5609439770908682
172,Kartaview_Dataset/Basic_set/3270777_c5e1e_5fb9591934afa.jpg,0.252681331765464,0.367879071631693,12,121.109589,1,0.5787059566457704
173,Kartaview_Dataset/Basic_set/3270777_c5ebf_5fb955128143d.jpg,0.131748380519747,0.434984330243149,9,54.99762,1,0.4415881602752394
174,Kartaview_Dataset/Basic_set/3270777_c7c60_5fb958071284c.jpg,0.241247134389404,0.352443410927712,9,73.68924,1,0.5489302418544897
175,Kartaview_Dataset/Basic_set/3270777_c7cd9_5fb95896da332.jpg,0.0328050183874714,0.357140882689324,18,104.194946,1,0.5309717999701965
176,Kartaview_Dataset/Basic_set/3270777_c88f5_5fb959dc05407.jpg,0.152652293143838,0.379750596901984,9,91.929077,1,0.5612194910256713
177,Kartaview_Dataset/Basic_set/3270777_caa6e_5fb956cd87807.jpg,0.220648144241385,0.391661426137915,9,55.825439,1,0.4747816928573155
178,Kartaview_Dataset/Basic_set/3270777_cb610_5fb9577a7768e.jpg,0.26280514879507,0.405797896417206,9,76.704895,1,0.5094729274384057
179,Kartaview_Dataset/Basic_set/3270777_d6c35_5fb957b3a451a.jpg,0.288335829289568,0.381522298737781,9,59.791962,1,0.5437254464609594
180,Kartaview_Dataset/Basic_set/3270777_d7365_5fb955b3116f5.jpg,0.134172838561854,0.37828036944,9,62.355499,1,0.6012853053439746
181,Kartaview_Dataset/Basic_set/3270777_d7fc8_5fb957efc188f.jpg,0.26540346701827,0.35785612848164,9,57.541656,1,0.5502938286005515
182,Kartaview_Dataset/Basic_set/3270777_d8de2_5fb95568aee38.jpg,0.220361493451744,0.396451327005539,12,121.691223,1,0.6393724773797109
183,Kartaview_Dataset/Basic_set/3270777_d940a_5fb95503d8998.jpg,0.0839851752482709,0.421306550200234,9,91.290161,1,0.6049395950521081
184,Kartaview_Dataset/Basic_set/3270777_da663_5fb954faab30c.jpg,0.074912654825125,0.425915048149517,9,33.92453,1,0.2777957382614258
185,Kartaview_Dataset/Basic_set/3270777_da971_5fb958ba39624.jpg,0.0271411578370885,0.237472400841709,18,98.969849,1,0.5829697624794994
