,filepath,uniqueness
205,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235117_4b63b_5fabf59a196fa.jpg,1.0
146,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459853_ce752_604c9d4728001.jpg,0.9925799922669349
595,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_fdedd_6032b486c6ba0.jpg,0.9807103819342055
586,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_b1ec8_5c9f7af1f3273.jpg,0.9581947259379059
140,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3548573_f21e7_608d8fc418b4a.jpg,0.9547959840436517
40,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/367210_7e985_592842d61bfcf.jpg,0.903444539776402
110,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_85b6f_6016c9d3ce4c3.jpg,0.8919882377085844
135,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819646_d2b51_5f1dc14dd4c31.jpg,0.8901466416436307
234,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_abbd4_5c9f7aec04bda.jpg,0.8767538032725649
228,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_eaf0c_604c741ff06b7.jpg,0.8755357465931991
152,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_25dda_5fb3cf6621dbe.jpg,0.8748819973997396
498,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_799ba_5c9f7abbb8918.jpg,0.8701814922061526
486,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_f0d0b_6016c9e3a3a3e.jpg,0.8683495543609221
153,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_fed1d_6016c9db36fea.jpg,0.8430385411945758
158,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/367210_20441_592842d8627b0.jpg,0.842628969019944
159,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_6e131_5fb3cf51dcedc.jpg,0.832687058232843
32,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_6ebee_6032b4a3195c8.jpg,0.8259362696382119
458,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_7a740_604c749412acb.jpg,0.8150078422416767
37,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_20220_6016ca4ba0bca.jpg,0.8132407072139765
616,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_d58dc_5fb3cf5d523be.jpg,0.8079040427593226
576,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_63593_604c74796fe9b.jpg,0.8039469226523112
545,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2918366_df1cc_5f3837b914bd4.jpg,0.8019363933610405
445,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_81cab_5f1dc01f16fdf.jpg,0.7949337211885005
52,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3458109_98f25_604c1fe47492a.jpg,0.7939511956535299
161,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_2b85a_5fb3cf5cb5cd0.jpg,0.7939112264227458
360,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_2537e_5fb3cf8c4cee9.jpg,0.7923566432724907
372,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_7ca22_6016ca2dae27d.jpg,0.7888885774764078
83,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_1b3fb_5f1dc002b276b.jpg,0.7851993868033709
438,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3026898_16c60_5f614563b6a5e.jpg,0.7810055233784508
338,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Basic_set/3659221_06fca_60c3ecc7b1237.jpg,0.7796928141123721
396,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_dc0fa_5fb3cf8736f81.jpg,0.7775303308222058
131,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/367210_3a297_592842ca74ba1.jpg,0.7750544725776176
517,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_d9159_604c74a0e5a59.jpg,0.7744964853900277
539,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_f4745_5c9f7ae41cd24.jpg,0.7727632028189186
516,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_cf5d3_6032b437d6925.jpg,0.7723907567369139
501,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_c007f_6016ca31d8bcf.jpg,0.7718978461558434
22,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_aab0a_5f1dc003d6ed4.jpg,0.7716953787957735
287,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2923010_941af_5f396fd0eca9b.jpg,0.7686022604214712
229,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_12078_604c74906eb12.jpg,0.7656984291237886
483,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/367210_5f0dd_592842c2f115c.jpg,0.7648214298860991
189,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3458109_ef9d1_604c20e3d4a50.jpg,0.7624917587405976
572,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_feb77_5fb3cf8312b73.jpg,0.7609413808103973
443,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_6ebee_5c9f7ae6c828a.jpg,0.7601361573014078
618,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_5a41c_5fb3cf3803c8d.jpg,0.7595782858924143
615,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_2d015_5fb3cf5602529.jpg,0.7590502352318571
178,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_3f2fe_6032b49ddd5cd.jpg,0.7550708491657188
212,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/54822_43bf1_58cea11bc5784.jpg,0.7543735147718456
211,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_29063_5fb3cf556e698.jpg,0.7510709428468548
129,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Basic_set/3270777_7569f_5fb956236607d.jpg,0.750542670690384
376,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_110c0_6016ca4b3fccb.jpg,0.7492915900786187
108,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_5ec89_6016ca6196edb.jpg,0.7482800076347637
605,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3026898_dfb3f_5f614a7437bcd.jpg,0.7415658706214129
14,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_9876c_5e7f48c418e87.jpg,0.7407182006633186
380,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_a4630_6032b4bf35451.jpg,0.7405348194840656
334,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_98f6e_5fb3cf538d692.jpg,0.7387107837463254
302,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_cddcf_5f1dc02161d0d.jpg,0.7383160630932972
188,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_086b0_5f1dc02298f61.jpg,0.7315672594570057
254,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_d5851_6016ca2b66e87.jpg,0.7309939513189826
5,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_1acf4_6032b48702a84.jpg,0.7308690794859107
163,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Basic_set/3659221_3d0af_60c3ec2bc963a.jpg,0.7290222389000178
101,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Basic_set/3659221_19e34_60c3ecadaa117.jpg,0.7274626726418405
199,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_20220_6032b4a5e8c61.jpg,0.7260121707195433
19,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_e8966_6016c9da630fa.jpg,0.7256899240193189
296,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_7c282_6032b4790b387.jpg,0.7241924018174579
