,filepath,uniqueness
554,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235221_25a71_5fabfccfdb2c0.jpg,1.0
97,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_6a00b_604aa07016c88.jpg,0.9570705645726029
483,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_a1301_604aa10f0d7cc.jpg,0.9359007357892881
549,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3317197_a77af_5fce46e431457.jpg,0.9320180813178445
112,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346325_3826e_5ff1055b7cbdf.jpg,0.9017798096270063
217,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_4e899_604aa04bd6888.jpg,0.8913833404851944
392,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/49207_10046_58a9ead1a4a5f.jpg,0.8901016132999577
506,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_9e878_5ff10883001dd.jpg,0.8844970691189427
226,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3493677_f72cd_607163082fb7a.jpg,0.8750646275068786
544,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_c4321b28939bae9f28d192260358bf04.jpg,0.8665631411830224
530,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_f8b93_604c74607fa48.jpg,0.8613399395652905
114,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_f809d8c2a45f822001c941e5f6853aa8.jpg,0.8574798140562951
508,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819630_55f15_5f1dc03ee6cc2.jpg,0.8559454695228343
360,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_6902e_5ff10889216ab.jpg,0.8531176913667232
366,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2923010_3ce40_5f396fcbae302.jpg,0.8526426072225594
521,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_c571edd6645b752f3a645c5863169eb8.jpg,0.8504681182897765
416,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2865162_7a5ba_5f2a0cd0ae97f.jpg,0.8479323834151943
78,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1169139_7c58b_5add010ab53ee.jpg,0.847746094098273
311,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2923010_3e3e0_5f39723eea433.jpg,0.8474401456500693
370,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2937366_05b37_5f3f2123166e3.jpg,0.8438313017145802
412,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_18448_604aa58e7955c.jpg,0.8385566385731479
677,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235221_af7cb_5fabfcdb03d6b.jpg,0.8373662565388541
663,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2819646_c7a3e_5f1dc0a4075a5.jpg,0.8373341314285461
240,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_0db5e_604aa585f2a41.jpg,0.8314796792397476
441,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3641033_1a6f0_60bc3e49a97ef.jpg,0.8283145794104722
415,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_d04b4_5ff1082c77f09.jpg,0.8235614342043587
190,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_6981e_5fa9a8b885918.jpg,0.8230059865387567
227,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2918366_bfc60_5f3838ec3f328.jpg,0.8139732095615111
216,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_0d80c_604aa5822183e.jpg,0.8090534938665798
