,filepath,uniqueness
3,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_a9f7c_5f20a212a946f.jpg,1.0
183,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2865162_12215_5f2a0c8db1532.jpg,0.94046703830702
65,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_4ba3d_5f20a2cf305c6.jpg,0.9025680135280829
92,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_05e6e_5f5180cd8a2e0.jpg,0.8598095134771949
151,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_d80db_5f20a333ea184.jpg,0.854380832696401
71,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_85449_5f51817fcf038.jpg,0.8461814630282852
8,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_d8547_5f51854fa528f.jpg,0.8176331520383125
105,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1169139_519ec_5add0086b7cf2.jpg,0.8153881275858571
11,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_0e03b_5f20a2e2a59a8.jpg,0.803270787791955
83,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2986666_b718b_5f54495e3bed8.jpg,0.7935449234593682
171,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2986666_08d20_5f544c8cef2e4.jpg,0.7719275823489181
115,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_debda_5f20a2c88674c.jpg,0.7681822036780311
38,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_5e2b5_5f20a2dbe452c.jpg,0.7604349156414708
66,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912930_50390_5f36bfffe5932.jpg,0.7441755252390305
164,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_36d31_5f20a38ad93e4.jpg,0.7180006546321901
112,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_ab3bf_5f20a2f576a0c.jpg,0.7105838725524569
163,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1360360_3f93d_5c9f7acaaef90.jpg,0.7094496823620106
140,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_9c166_5f5185470129d.jpg,0.7081609709057248
154,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2986666_d487e_5f544973b2009.jpg,0.6976369735407729
64,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_892c0_5f20a2e8b03be.jpg,0.6830935452004981
35,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_79890_5f5180e50d354.jpg,0.680064069904385
30,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2988882_faac8_5f55256d75db9.jpg,0.6760503944396177
168,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_7f3ae_5f5185558095b.jpg,0.670063808995146
107,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3458109_71ee3_604c1fd457d69.jpg,0.668245579842124
70,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_19c36_5f51857656789.jpg,0.6658506291342963
102,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_592d7_5f5180fc2fe0b.jpg,0.6613708457369749
153,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_584ec_5f20a3ad3e45d.jpg,0.6560412391745901
78,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_8a5d5_5f518134c2756.jpg,0.6524205505355356
123,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_9ce4b_5f20a3af83334.jpg,0.6484212560365412
175,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2828646_ee21f_5f20a1f2e3264.jpg,0.647111510935042
116,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_439d1_5f5181b09401e.jpg,0.6428509673558683
133,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_32efe_5f517ef621b57.jpg,0.6381600567894019
4,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_a6fae_5f5182c9aebf6.jpg,0.6314535985061718
57,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_e94e6_5f5182fb7cebc.jpg,0.6268270508743499
160,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_a1b53_5f517ee1a8761.jpg,0.6219716982878609
44,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_0bc70_5f51854503162.jpg,0.6211894411482294
161,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_596be_5f5180fe9c8c1.jpg,0.6196263870992894
104,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_b442c_5f517e435d02f.jpg,0.6195567195685437
97,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_445e8_5f518078ab42f.jpg,0.6173338326499814
141,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_ba9ca_5f517f0db02df.jpg,0.6162274740443306
13,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2979726_78c6f_5f517f711a12b.jpg,0.6151593199513926
