,filepath,uniqueness
201,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235221_5605c_5fabfcd4da1ac.jpg,1.0
538,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_b7b2a_5fa9a91334a7d.jpg,0.9415060595905062
333,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3317197_44b91_5fce47769d6c7.jpg,0.9339089912843903
444,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2912526_1d692_5f36a2e138295.jpg,0.9125087996603454
115,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_96ae5_5ff108d10b2a4.jpg,0.9046348049489144
385,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_e993b_5ff108d813649.jpg,0.8864328482133484
375,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2993674_6ab2a_5f56f7e523740.jpg,0.8846443338306831
469,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461317_c096a_604d611c0c475.jpg,0.8812316731038281
331,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_fdedd_5e7f48d73ec92.jpg,0.8785813917693585
485,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459513_d7bec_604c74527dce9.jpg,0.8686751582508454
371,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2913090_2a506_5f36c9370f918.jpg,0.8638147315042672
417,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459853_d2d2d_604c9c7dc0d95.jpg,0.8604605798149466
151,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_fdc98_604d967cd273c.jpg,0.8488219266823681
368,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_c8bb7_604aa4aa00d32.jpg,0.8301772446218848
426,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_c6ba9_5ff108c4d6057.jpg,0.8257124170774524
382,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2937366_a9081_5f3f21215bae5.jpg,0.8222460587711454
229,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346325_3a68c_5ff104f455ed3.jpg,0.8214570287213371
449,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_536bd_5fa9a91705883.jpg,0.8088432297667819
380,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_ba115_5ff108cf53e49.jpg,0.8046358265061435
556,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_595a2_5ff108e65c772.jpg,0.8038321563453011
497,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461317_43449_604d614797e8e.jpg,0.8020286117758657
502,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_33e96_5ff108d653cba.jpg,0.8015263172315946
384,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_eb935_6016c9df64caa.jpg,0.7988779152402921
347,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461317_990da_604d615480ad7.jpg,0.7972110496421473
90,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3431821_3abcd_6032b4d401e1c.jpg,0.7968156418581488
38,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_c1ecf_604aa4ac223de.jpg,0.7944240451273772
55,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3245485_c3700_5fb3cf453e351.jpg,0.7896460583383418
412,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229409_ce046_5fa98c5ad24de.jpg,0.7861049789303651
544,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3317197_c8806_5fce46b7c8b34.jpg,0.7849468364579244
254,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346325_65c75_5ff1057374719.jpg,0.776651525685865
456,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_caafb_5fa9a925b2aad.jpg,0.7759161500777411
523,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346325_34039_5ff1055fcde80.jpg,0.7756000200205224
447,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2918366_abdce_5f3835351525a.jpg,0.7739134564140678
118,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/47421_9124a_58933ee84e76b.jpg,0.7722982437904146
196,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_0eb4e_604aa4d681de7.jpg,0.7688159856589349
116,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_afa61_604aa4cd05306.jpg,0.7678263027732735
223,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3235221_027b8_5fabfcd6f14b7.jpg,0.7668415621574047
280,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_1a9cd_5ff108df32dd7.jpg,0.7662512738196035
262,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_4eb1b_604d967ad0a91.jpg,0.7658010788873933
545,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_270cf_604aa4ae5ed2a.jpg,0.7635589155727303
140,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_67f21_604aa4bfd9671.jpg,0.759456686132023
507,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_a5c32_5fa9a9217db78.jpg,0.7578543090972818
462,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_9414a_5e7f48b3707dc.jpg,0.7578045275930025
295,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229409_f2ed3_5fa98c3d12800.jpg,0.7538147897826213
263,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_f4745_5e7f48e39e5a3.jpg,0.7533088826852345
517,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_f601ee3566128684db4653dbac7c0b53.jpg,0.7530543635685665
20,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2937366_ee353_5f3f206e6fb63.jpg,0.7522959013522932
287,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_399d7_604aa4a5d2468.jpg,0.7501075925360344
169,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461317_85c9e_604d612155a68.jpg,0.7493726844056359
518,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_a6c32_5ff108a016792.jpg,0.7487545146026495
561,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459857_a13d3_604c9dfd69a95.jpg,0.7472802154484764
560,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_5371e_5ff10880dedf0.jpg,0.7471217018650397
278,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3641033_8a3b6_60bc3e1943776.jpg,0.7460287012185346
567,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459853_d0225_604c9ce10974a.jpg,0.744628471550633
244,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_03701_604d967722af3.jpg,0.7445989278786849
281,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_c6c2b_604d968b6807a.jpg,0.7436351998927007
211,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459857_e382b_604c9dab5f0ac.jpg,0.7424167031861253
391,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461317_bce48_604d61497fa2d.jpg,0.7413588121618372
208,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_a79cc_604aa4caf071a.jpg,0.7405973073816939
255,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_8c27d_5ff108e2bcff3.jpg,0.740199140093896
256,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3229761_5fab6_5fa9a9280e13c.jpg,0.7393399608991938
219,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_3fc2cdb1cedf06537543ea956cc70da6.jpg,0.7372701485626696
224,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402213_db8e7_6016c9ecd7e0b.jpg,0.7360515056643827
138,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3456005_234b3_604aa575237d3.jpg,0.729026451260574
467,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2095738_30e62_5e7f48b50e8aa.jpg,0.727193009435086
32,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3548573_a2d2f_608d8ec9487c2.jpg,0.7253559429065679
358,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/49207_6851e_58a9ea554e9c1.jpg,0.7231277865046528
416,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_99af9_604aa00c40b01.jpg,0.7206344387151206
476,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/47421_60056_58933f7078ef4.jpg,0.720135548774341
434,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3402193_aa96ec87316e6ac4b9d4405e17bbcd5a.jpg,0.7186041900002115
206,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_447b8_5ff1089887716.jpg,0.717873200288691
66,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/2913090_205d5_5f36cb5658676.jpg,0.7178534810185416
80,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3317197_9ffd4_5fce46c39967a.jpg,0.7157380718873924
238,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_6f495_604aa0838f103.jpg,0.7147140089776837
217,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_e9cb0_5ff108e0ea92c.jpg,0.7139743676200951
525,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3459857_91ee7_604c9d37893db.jpg,0.713568184531734
112,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3461585_2a63e_604d968ef381d.jpg,0.7128313769524989
404,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/1372782_62bf1_5cb0f0218f69d.jpg,0.7111917875003341
189,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3455945_fe6da_604aa0fb7146d.jpg,0.7094000569808245
506,/home/yiwei/Documents/New Fast Image Analysis/Kartaview_Dataset/Rest_set/3346361_689ae_5ff1088d2df86.jpg,0.7067593505679236
